stt,sku,proName,brandName,category,cat_parent,cat_child,script,,,
217,S-ULTF5,Loa Bluetooth Sony ULT Field 5,Sony,Loa di động,Loa,Loa di động,"Loa Bluetooth Sony ULT Field 5 được tích hợp công nghệ ULT POWER SOUND, hỗ trợ kết nối Bluetooth 5.3, thời lượng pin 25 giờ và có khối lượng 3.3 kg. Mẫu loa Bluetooth này được trang bị 1 loa woofer. 2 loa tweeter, hỗ trợ codec SBC, AAC, LDAC và có dải tần 20-20.000 Hz. Sản phẩm sở hữu thiết kế hiện đại với dây đeo vai, cổng USB-C, giắc mini âm thanh nổi, đèn LED đồng bộ nhạc.
Công nghệ âm thanh hiện đại
Thiết kế tinh tế và di động
Hiệu ứng ánh sáng đồng bộ nhạc
Thời lượng pin dài lâu
Khả năng kháng nước và bụi bền bỉ",,,
218,S-ULTF7,Loa Karaoke Sony ULT Field 7,Sony,Loa Karaoke,Loa,Loa Karaoke,"oa Sony Ult Field 7 với tone đen cùng trọng lượng khoảng 6.3kg giúp di chuyển dễ dàng cùng chuẩn kháng nước IP67. Loa với 2 loa tweeter đường kính 46mm và loa woofer 114mm. Mẫu loa Sony này mang lại âm thanh chất lượng với bộ tản âm thụ động cùng âm thanh X-Balanced Speaker Unit.
Màng loa kích thước lớn, âm thanh X-Balanced Speaker Unit
Thiết kế dễ mang theo, kháng nước tiện lợi
Ghép nối với Fast Pair và Bluetooth
Pin sử dụng 30 giờ ấn lượng",,,
219,S-ULTT9,Loa Karaoke Sony ULT Tower 9,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa Bluetooth Sony ULT Tower 9 được người dùng đánh giá cao với khả năng kết nối Bluetooth 5.3 ổn định, hỗ trợ đa dạng các giao thức ghép nối thế hệ mới. Hệ thống âm thanh gồm loa woofer, loa trung, cùng 4 loa tweeter được bố trí thông minh mang đến trải nghiệm âm thanh 360 độ sống động. Dải tần 20Hz – 20.000 Hz giúp tái tạo âm thanh đầy đủ, từ trầm đến cao.
Loa công suất lớn, có hỗ trợ Codecs
Thiết kế dạng đứng mạnh mẽ, tông đen sang trọng
Công nghệ âm thanh không gian 360, kết nối đa dạng
Pin 25 tiếng, sạc nhanh 10 phút dùng 3 tiếng",,,
220,S-ULTT10,Loa Karaoke Sony ULT Tower 10,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa karaoke Sony ULT Tower 10 là chất xúc tác cho mọi bữa tiệc trở nên thăng hoa với công nghệ âm thanh 360 độ và bộ loa X-Balanced tạo nên âm trầm ấn tượng. Kích cỡ của loa Sony này khá to và trọng lượng khá nặng nhưng vẫn có tính linh động cao nhờ thiết kế tay cầm và bánh xe. Loa có hệ thống đèn LED rực rỡ với nhiều dải màu sinh động. Người dùng có thể yên tâm vui đùa mà không cần quá bận tâm đến khả năng chống nước của loa.
Âm thanh 360 độ kết hợp chất âm trầm lắng đọng
Khối trụ gọn gàng, to lớn nhưng rất linh động
Thêm phần hứng khởi khi trông thấy ánh sáng hòa cùng âm thanh
An tâm hơn với chất liệu chống nước",,,
221,S-SRS-XB100EB,Loa Bluetooth Sony SRS-XB100 Extra Bass,Sony,Loa di động,Loa,Loa di động,"Loa Bluetooth Sony SRS-XB100 với thiết kế nhỏ gọn, năng động cùng với âm bass mạnh mẽ sẽ là một lựa chọn không thể bỏ qua. Với công nghệ hiện đại đặc trưng của hãng, sản phẩm loa Sony này sẽ mang lại cho bạn trải nghiệm âm thanh sôi động và hấp dẫn, cùng với tính di động tiện lợi.
Âm thanh sống động mạnh mẽ
Thiết kế nhỏ gọn",,,
222,S-SRS-XB13,Loa Bluetooth Sony SRS-XB13,Sony,Loa di động,Loa,Loa di động,"Sở hữu loa Sony SRS-XB13, bạn đừng để bị lừa bởi kích thước nhỏ của nó. Bởi chiếc loa nhỏ này, điểm nhấn chính là âm thanh mở rộng nhờ vào sự khuếch đại của bộ xử lý âm thanh.
Âm thanh phá vỡ giới hạn trong chiếc loa mini
Vỏ ngoài bền bỉ
Kết nối chỉ qua một lần chạm",,,
223,S-SRS-XB23EB,Loa Sony SRS-XB23 Extra Bass,Sony,Loa di động,Loa,Loa di động,"Loa Sony SRS-XB23 Extra Bass được người dùng đánh giá cao về chất lượng trải nghiệm và thẩm mỹ. Chất lượng ở đó được thể hiện ở thời lượng pin lên đến 12 giờ, chuẩn chống bụi và chống nước IP67 cùng với tính năng chống va đập, đây chắc chắc là sản phẩm dành cho các buổi dã ngoại.
Thiết kế siêu di động, hoàn thiện nhựa nhám bền bỉ
Kết nối bluetooth 5.0, chống bụi, chống nước tiêu chuẩn IP67
Âm thanh đỉnh cao với bộ loa X kèm công nghệ Clear Audio+, Extra bass TM
Thời lượng nghe nhạc đến 12 giờ, điều khiển nhạc với ứng dụng",,,
224,S-SRS-XB33EB,Loa Sony SRS-XB33 Extra Bass,Sony,Loa di động,Loa,Loa di động,"Bạn là một người yêu âm nhạc, luôn muốn thưởng thức những âm thanh sống động và chất lượng. Chiếc điện thoại không thể đáp ứng những nhu cầu này của bạn. Đừng lo lắng loa Sony SRS-XB33 Extra Bass chính là vị cứu tinh của bạn, loa âm thanh nhỏ gọn màu sắc trẻ trung sản phẩm hứa hẹn sẽ cho bạn không gian âm nhạc tuyệt vời. Bên cạnh đó, bạn cũng có thể tham khảo nhanh Sony SRS-XB43 đang sở hữu giá tốt và được ưa chuộng tại Cellphones.
Kích thước nhỏ gọn, chống nước chuẩn IP67
Âm thanh sống động với thiết kế X-Balanced , ứng dụng Sony | Music Center giúp bạn làm chủ cuộc vui
Kết nối nhanh chóng với công nghệ NFC và Bluetooth®, thời lượng pin lên tới 24 giờ",,,
225,S-SRS-XB43EB,Loa Sony SRS-XB43 Extra Bass,Sony,Loa di động,Loa,Loa di động,"Chẳng mấy khi bạn có được những bữa tiệc hội họp bạn bè, thông thường nhạc là điều giúp cho một buổi tiệc trở nên sinh động hơn. Nhưng hiện tại bạn đang không có thiết bị phát nhạc di động để giúp cho buổi tiệc mình vui hơn. Vậy những phụ kiện âm thanh từ Sony như loa bluetooth Sony SRS-XB43 Extra Bass sẽ là một sự lựa chọn hoàn hảo. Ngoài ra, Sony SRS-XB13 mới nhất sắp được ra mắt trong thời gian sắp tới, bạn có thể tham khảo thêm.
Mang chất liệu nhựa bền bỉ cùng khả năng chống nước, chống bụi tiêu chuẩn IP67
Công nghệ X-Balanced chuyển đổi âm thanh thông minh cùng dải đèn nhiều màu
Khả năng chơi nhạc liên tục lên đến 24 và 14 giờ cùng công nghệ extra bass mạnh mẽ
Ứng dụng Music Center tiện lợi cùng ứng dụng chỉnh đèn riêng biệt thuận tiện
Kết nối thông qua chuẩn Bluetooth cùng chuẩn kết nối NFC thông minh
Thiết kế đứng và nằm linh hoạt cùng cổng sạc và cổng tiếp nối đa dạng",,,
226,S-SRS-XG300,Loa Bluetooth Sony SRS-XG300,Sony,Loa di động,Loa,Loa di động,"Loa Sony SRS-XG300 với công nghệ âm thanh tiên tiến cùng đa dạng các tính năng thú vị hứa hẹn sẽ mang đến cho bạn những trải nghiệm tuyệt vời nhất. Dù là các buổi tiệc ngoài trời, hay những chuyến picnic trên biển, dòng loa Sony này sẽ làm hài lòng ngay cả những người dùng khó tính nhất.
Thiết kế đèn LED cùng tay cầm tiện lợi, độ bền cao
X-Balanced Speaker Unit mang đến áp suất âm thanh cao 
Ambient Illumination - Đồng bộ sánh sáng với nhịp điệu nhạc
Pin 25 giờ sử dụng, sạc nhanh 10 phút",,,
227,S-SRS-XE200,Loa Bluetooth Sony SRS-XE200,Sony,Loa di động,Loa,Loa di động,"Loa bluetooth Sony SRX-XE200 nằm trong bộ sưu tập mới nhất của X-series với thiết kế và tính năng cải tiến. Kiểu dáng loa Sony này khá gọn nhẹ nên bạn có thể mang đến bất cứ đâu để tận hưởng âm nhạc.
Bộ khuếch đại dạng đường thẳng cho âm thanh truyền xa hơn
Kích thước nhỏ gọn, dây đeo tiện dụng
X-Balanced Speaker Unit mới có màng loa không tròn, cho âm thanh chất lượng cao
Pin lên đến 16 giờ sử dụng và tích hợp cảm biến chống tiếng ồn xung quanh
Chống nước, chống bụi vượt trội đạt chuẩn IP67
Cuộc gọi cải thiện với Echo Cancelling",,,
228,S-SRS-XE300,Loa Bluetooth Sony SRS-XE300,Sony,Loa di động,Loa,Loa di động,"Loa Sony SRS-XE300 sở hữu khả năng giữ trọn vẻ đẹp âm thanh và khuếch tản rộng ra xung quanh. Điều này giúp bạn có thể thưởng thức âm thanh trong diện tích lớn không bị ảnh hưởng quá nhiều.
Bộ khuếch tán dạng đường thẳng, giúp âm nhạc truyền xa hơn
X-Balanced Speaker Unit mang đến âm thanh chất lượng cao kết hợp bộ tản âm thụ động kép
Pin 24 giờ và chức năng cảm biến tiếng ồn xung quanh
Sạc nhanh 10 phút cho thời gian phát nhạc lên đến 70 phút
Chống bụi, chống nước IP67",,,
229,S-MHC-V13,Loa Karaoke Sony MHC-V13,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa bluetooth Sony MHC-V13 là mẫu loa bluetooth công suất lớn thích hợp sử dụng cho những bữa tiệc. Loa âm thanh sở hữu một thiết kế nhỏ gọn, dễ dàng di chuyển. Nếu bạn đang tìm mẫu loa chất lượng cho các bữa tiệc âm nhạc vậy không thể bỏ qua sản phẩm loa Sony không dây này.
Nhiều công nghệ âm thanh vượt trội, công suất loa lớn
Thiết kế tiện dụng với quai xách, độ bền cao
Điều khiển tiện dụng qua ứng dụng Music Center",,,
230,S-MHC-V21D,Loa Bluetooth Sony MHC-V21D,Sony,Loa di động,Loa,Loa di động,"Nhắc đến loa bluetooth không thể nào không nhắc đến Sony – một hãng lớn đi đầu trong lĩnh vực âm thanh. Loa bluetooth Sony MHC-V21D là sản phẩm nổi bật với thiết kế hiện đại, loa tweeter và hiệu ứng DJ đem lại cho gia đình, bạn bè bữa tiệc âm thanh sống động là lựa chọn không thể nào không phù hợp hơn.
Thiết kế gọn nhẹ cùng dạng hộp tay cầm, dễ dàng di chuyển cùng hệ thống đèn LED màu đồng bộ với giai điệu
Khám phá tài năng ngôi sao ca nhạc của bạn và nâng cao kết nối với bluetooth, NFC
Tận hưởng âm thanh công suất 430W cùng công nghệ giảm nhiễu DSEE",,,
231,S-MHC-V43D,Loa Karaoke Sony MHC-V43D,Sony,Loa Karaoke,Loa,Loa Karaoke,"Loa bluetooth Sony MHC-V43D là mẫu loa bluetooth mang lại trải nghiệm âm thanh vượt trội với âm bass mạnh mẽ, thích hợp sử dụng cho những bữa tiệc âm thanh sống động. Vậy cụ thể mẫu loa âm thanh chất lượng này hãy cùng tìm hiểu chi tiết ngay sau đây.
Công suất vượt trội, âm bass mạnh mẽ
Thiết kế từ nhựa cứng chắc chắn, dễ dàng vận chuyển",,,
232,Phong,,,,Tai nghe,Nhét tai,,,,
233,Phong,,,,Tai nghe,Nhét tai,,,,
234,Phong,,,,Tai nghe,Nhét tai,,,,
235,Phong,,,,Tai nghe,Nhét tai,,,,
236,Phong,,,,Tai nghe,Nhét tai,,,,
237,Phong,,,,Tai nghe,Nhét tai,,,,
238,Phong,,,,Tai nghe,Nhét tai,,,,
239,Phong,,,,Tai nghe,Nhét tai,,142,27,169
240,Phong,,,,Tai nghe,Nhét tai,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,Tai nghe,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
